Store_ID,Store_Name,Channel,State,City,District,Pincode,Latitude,Longitude,Opening_Date,Store_Status,Owner_Type
S000032,Basu-Aggarwal,Kirana,Tamil Nadu,Chennai,Chennai,242786,10.810994,80.500484,2025-08-01,Closed,Chain
S000033,Choudhury Inc,Kirana,West Bengal,Kolkata,Kolkata,805982,27.527572,96.540791,2021-02-14,Active,Independent
S000034,Barman LLC,Hypermarket,Gujarat,Ahmedabad,Ahmedabad,053315,31.217183,71.168802,2025-07-19,Active,Independent
S000035,Dubey-Khalsa,Supermarket,West Bengal,Kolkata,Kolkata,260256,20.234568,76.077809,2014-12-11,Active,Independent
S000036,Dutta-Chokshi,Convenience Store,West Bengal,Kolkata,Kolkata,073375,10.839353,86.912202,2016-11-18,Active,Independent
S000037,Kapoor Inc,Supermarket,Tamil Nadu,Chennai,Chennai,654145,19.786008,81.959394,2023-10-31,Closed,Independent
S000038,Yadav-Narula,Pharmacy,Karnataka,Bengaluru,Bengaluru Urban,142940,8.062506,79.322231,2010-03-10,Closed,Chain
S000039,"Saraf, Pai and Murthy",Convenience Store,Gujarat,Ahmedabad,Ahmedabad,981693,27.194268,82.113471,2015-03-02,Active,Chain
S000040,Sarin Inc,Kirana,Tamil Nadu,Chennai,Chennai,561595,24.796228,83.723661,2010-09-27,Closed,Independent
S000041,"Mital, Tripathi and More",Convenience Store,Maharashtra,Mumbai,Mumbai,564823,21.826867,94.662227,2020-10-21,Active,Independent
S000042,"Raghavan, Ghosh and Mitra",Supermarket,Maharashtra,Pune,Pune,804436,9.987119,69.970865,2026-03-26,Active,Chain
S000043,"Nagy, Shroff and Sathe",Convenience Store,Maharashtra,Pune,Pune,387214,15.140245,85.241055,2024-01-14,Active,Chain
S000044,"Nayak, Chander and Keer",Hypermarket,Delhi,New Delhi,New Delhi,332003,13.923517,88.769562,2022-08-31,Active,Chain
S000045,"Bora, Shah and Sachdeva",Supermarket,Gujarat,Ahmedabad,Ahmedabad,676320,27.479016,76.699915,2010-02-15,Closed,Independent
S000046,Kanda-Goda,Pharmacy,Maharashtra,Mumbai,Mumbai,083172,26.013618,84.326816,2022-04-23,Active,Independent
S000047,"Wali, Nadig and Savant",Convenience Store,Tamil Nadu,Chennai,Chennai,872774,15.690812,95.064522,2014-11-29,Active,Independent
S000048,"Malhotra, Verma and Sundaram",Hypermarket,Delhi,New Delhi,New Delhi,471434,12.574658,92.178604,2017-12-04,Closed,Independent
S000049,Zachariah-Buch,Kirana,Telangana,Hyderabad,Hyderabad,236231,35.22897,71.894442,2020-08-12,Active,Independent
S000050,Narayanan-Shukla,Hypermarket,Karnataka,Bengaluru,Bengaluru Urban,036690,16.170932,74.10826,2026-02-01,Closed,Independent
S000051,Sood-Ahuja,Convenience Store,Telangana,Hyderabad,Hyderabad,466889,22.167424,94.254758,2014-01-01,Active,Independent
S000052,Kanda-Mahajan,Hypermarket,Gujarat,Ahmedabad,Ahmedabad,706562,9.278516,77.67314,2022-05-27,Active,Chain
S000053,Walla Inc,Pharmacy,Karnataka,Bengaluru,Bengaluru Urban,990162,23.998732,80.402921,2022-03-17,Active,Independent
S000054,Bedi LLC,Supermarket,Maharashtra,Pune,Pune,537556,23.822118,92.203256,2015-12-20,Active,Chain
S000055,Krishnan-Bumb,Kirana,Karnataka,Bengaluru,Bengaluru Urban,080531,16.939492,94.070463,2007-11-14,Active,Chain
S000056,Kota and Sons,Supermarket,Tamil Nadu,Chennai,Chennai,923271,27.341069,78.25668,2025-09-08,Closed,Independent
S000057,Shroff Ltd,Supermarket,Tamil Nadu,Chennai,Chennai,529912,36.309975,91.51238,2017-01-30,Closed,Independent
S000058,Bal LLC,Hypermarket,Karnataka,Bengaluru,Bengaluru Urban,631931,30.689208,79.939682,2016-10-04,Active,Chain
S000059,"Dara, Barman and Palan",Kirana,Karnataka,Bengaluru,Bengaluru Urban,518506,19.09371,69.123014,2023-03-07,Closed,Independent
S000060,Sant LLC,Pharmacy,Tamil Nadu,Chennai,Chennai,262849,18.140094,91.795555,2024-10-23,Active,Independent
S000061,Shroff-Sarin,Supermarket,Maharashtra,Mumbai,Mumbai,531473,19.555513,76.079489,2022-04-24,Active,Chain
S000062,"Raghavan, Nayar and Balakrishnan",Convenience Store,Delhi,New Delhi,New Delhi,527354,19.590673,96.453341,2018-01-29,Closed,Independent
S000063,Majumdar-Anne,Hypermarket,Maharashtra,Pune,Pune,136783,13.178467,95.913495,2022-09-12,Closed,Independent
S000064,"Swaminathan, Sem and Badal",Convenience Store,Maharashtra,Pune,Pune,436349,20.602349,89.127807,2019-01-21,Closed,Chain
S000065,Wali-Padmanabhan,Pharmacy,Maharashtra,Pune,Pune,855744,34.085637,73.512284,2015-01-20,Active,Chain
S000066,Dara Ltd,Convenience Store,Maharashtra,Mumbai,Mumbai,518233,34.84168,83.615108,2022-12-22,Active,Chain
S000067,Vohra-Mandal,Kirana,Gujarat,Ahmedabad,Ahmedabad,343524,35.51736,94.702355,2006-12-24,Closed,Independent
S000068,"Walla, Date and Mahal",Convenience Store,Telangana,Hyderabad,Hyderabad,084271,16.969255,79.843394,2006-12-01,Closed,Chain
S000069,"Mane, Singh and Srinivas",Supermarket,Karnataka,Bengaluru,Bengaluru Urban,520471,20.192944,95.270546,2008-09-21,Active,Chain
S000070,Swamy-Borah,Convenience Store,Gujarat,Ahmedabad,Ahmedabad,229413,32.17803,76.812374,2010-07-13,Active,Chain
S000071,"Saha, Kara and Virk",Pharmacy,Delhi,New Delhi,New Delhi,774964,20.811794,87.59319,2025-11-05,Closed,Independent
S000072,"Bhasin, Chaudhary and Johal",Hypermarket,Maharashtra,Pune,Pune,412328,22.948108,86.355285,2009-01-19,Closed,Independent
S000073,Agate Group,Hypermarket,Tamil Nadu,Chennai,Chennai,974034,14.514579,73.774768,2016-02-13,Active,Independent
S000074,"Setty, Bobal and Kaur",Pharmacy,Tamil Nadu,Chennai,Chennai,936183,25.726945,90.286191,2011-07-27,Closed,Chain
S000075,Dhar-Bora,Pharmacy,Tamil Nadu,Chennai,Chennai,249947,22.336938,75.075549,2010-09-24,Active,Independent
S000076,Modi-Rau,Supermarket,Gujarat,Ahmedabad,Ahmedabad,887719,13.100714,95.781015,2007-11-09,Closed,Independent
S000077,Naidu-Krishna,Kirana,Tamil Nadu,Chennai,Chennai,139904,21.237393,91.241081,2026-02-08,Closed,Chain
S000078,Gill Group,Convenience Store,Gujarat,Ahmedabad,Ahmedabad,429671,20.931495,72.615579,2022-06-29,Closed,Chain
S000079,Rege-Nath,Supermarket,Telangana,Hyderabad,Hyderabad,125674,32.356024,76.042029,2020-02-15,Closed,Independent
S000080,"Bansal, Sha and Chakrabarti",Pharmacy,Telangana,Hyderabad,Hyderabad,451680,10.247017,76.286116,2024-12-17,Closed,Chain
S000081,Sachdev-Bhagat,Convenience Store,Delhi,New Delhi,New Delhi,859770,10.336752,72.374089,2013-06-04,Closed,Independent
S000082,Deep-Mani,Kirana,Tamil Nadu,Chennai,Chennai,710932,20.031169,77.59556,2017-01-26,Closed,Chain
S000083,"Atwal, Reddy and Chander",Supermarket,Maharashtra,Mumbai,Mumbai,171274,32.153844,79.294828,2023-10-25,Active,Chain
S000084,"Mahajan, Sagar and Subramanian",Kirana,West Bengal,Kolkata,Kolkata,378263,35.339508,76.659767,2023-10-17,Closed,Chain
S000085,"Deshpande, Boase and Majumdar",Pharmacy,Tamil Nadu,Chennai,Chennai,584044,14.363227,80.639243,2026-06-21,Active,Chain
S000086,"Suri, Dixit and Sekhon",Pharmacy,Delhi,New Delhi,New Delhi,558867,29.00126,92.374664,2017-06-12,Active,Independent
S000087,Khare PLC,Convenience Store,Gujarat,Ahmedabad,Ahmedabad,360576,24.367368,68.785959,2019-08-21,Closed,Independent
S000088,"Doshi, Tandon and Bansal",Supermarket,West Bengal,Kolkata,Kolkata,895171,9.458254,78.994012,2024-05-24,Active,Chain
S000089,Aurora-Dhawan,Hypermarket,Delhi,New Delhi,New Delhi,217459,30.075662,78.99466,2020-01-09,Closed,Chain
S000090,"Buch, Narasimhan and Walla",Pharmacy,Maharashtra,Pune,Pune,578091,8.562115,83.643152,2014-06-27,Closed,Independent
S000091,"Mani, Karan and Chana",Kirana,Maharashtra,Pune,Pune,117240,29.872763,95.53874,2008-01-24,Active,Independent
S000092,Bhalla-Memon,Supermarket,Karnataka,Bengaluru,Bengaluru Urban,562386,11.660408,87.414306,2025-10-03,Active,Chain
S000093,"Gole, Garde and Gill",Hypermarket,Telangana,Hyderabad,Hyderabad,969379,12.865885,85.610177,2011-05-15,Active,Independent
S000094,Shenoy Ltd,Kirana,Telangana,Hyderabad,Hyderabad,740748,24.781857,94.937728,2011-11-16,Closed,Chain
S000095,Sathe LLC,Kirana,Tamil Nadu,Chennai,Chennai,647436,25.170838,92.086577,2022-12-10,Active,Independent
S000096,Khalsa Group,Convenience Store,Telangana,Hyderabad,Hyderabad,944064,31.360311,91.090589,2006-10-10,Active,Chain
S000097,"Bawa, Taneja and Mangat",Hypermarket,Gujarat,Ahmedabad,Ahmedabad,953394,9.999745,86.778754,2011-02-25,Active,Chain
S000098,"Chatterjee, Baral and More",Kirana,West Bengal,Kolkata,Kolkata,095214,20.572179,78.503453,2017-08-13,Closed,Independent
S000099,"Sagar, Gill and Iyer",Supermarket,Gujarat,Ahmedabad,Ahmedabad,858842,29.280064,95.998738,2015-03-30,Closed,Chain
S000100,Merchant-Nigam,Pharmacy,West Bengal,Kolkata,Kolkata,712368,31.946303,85.181764,2018-12-11,Closed,Independent
S000101,Rana Inc,Hypermarket,Maharashtra,Pune,Pune,817549,33.567304,75.07204,2019-06-19,Closed,Chain
S000102,"Prabhu, Chokshi and Kaur",Kirana,Delhi,New Delhi,New Delhi,098593,22.334889,77.425411,2008-08-25,Closed,Independent
S000103,"Shetty, Mittal and Rege",Hypermarket,Delhi,New Delhi,New Delhi,200471,17.869826,93.529279,2009-10-21,Closed,Independent
S000104,Yogi and Sons,Kirana,Tamil Nadu,Chennai,Chennai,758692,14.999325,79.786416,2020-08-13,Active,Chain
S000105,"Chaudhary, Suri and Reddy",Pharmacy,West Bengal,Kolkata,Kolkata,053773,30.995053,70.698547,2018-11-03,Active,Chain
S000106,Pillai PLC,Hypermarket,Tamil Nadu,Chennai,Chennai,064317,27.254841,78.701593,2009-08-14,Closed,Chain
S000107,"Kala, Bail and Bedi",Hypermarket,Delhi,New Delhi,New Delhi,329318,28.382793,75.856576,2013-07-19,Closed,Independent
S000108,"Kalita, Kaul and Narasimhan",Supermarket,Maharashtra,Pune,Pune,904228,17.15089,89.543551,2015-01-11,Active,Independent
S000109,Choudhary Ltd,Pharmacy,Tamil Nadu,Chennai,Chennai,205395,16.018489,85.09802,2007-01-14,Closed,Independent
S000110,Lanka Inc,Hypermarket,Tamil Nadu,Chennai,Chennai,681177,14.597012,73.203805,2018-10-26,Active,Independent
S000111,"Chopra, Seth and Thakur",Kirana,Telangana,Hyderabad,Hyderabad,908470,36.254553,84.04741,2008-07-26,Active,Chain
S000112,Ratti-Sandhu,Kirana,Maharashtra,Pune,Pune,771159,24.647862,81.612511,2011-07-19,Closed,Chain
S000113,Date LLC,Kirana,Karnataka,Bengaluru,Bengaluru Urban,698478,15.321873,92.989966,2021-02-19,Active,Independent
S000114,Contractor Ltd,Pharmacy,Gujarat,Ahmedabad,Ahmedabad,673657,10.148383,86.253926,2020-01-25,Active,Independent
S000115,Chandran-Munshi,Convenience Store,Karnataka,Bengaluru,Bengaluru Urban,545271,35.524644,70.470246,2009-08-08,Active,Independent
S000116,Chander Group,Convenience Store,Gujarat,Ahmedabad,Ahmedabad,528098,25.287679,85.934132,2025-08-11,Closed,Chain
S000117,Das-Roy,Hypermarket,West Bengal,Kolkata,Kolkata,604945,32.944833,96.710907,2010-01-09,Closed,Independent
S000118,"Tripathi, Kala and Dubey",Supermarket,Maharashtra,Pune,Pune,315851,26.139936,75.674738,2015-12-23,Active,Independent
S000119,"Kara, Sanghvi and Bal",Supermarket,Tamil Nadu,Chennai,Chennai,024455,24.007775,72.539446,2006-09-15,Closed,Chain
S000120,Dhar PLC,Hypermarket,West Bengal,Kolkata,Kolkata,120183,8.946556,76.355042,2019-04-20,Closed,Chain
S000121,Setty-Om,Supermarket,Maharashtra,Pune,Pune,545991,34.79342,90.847013,2008-04-15,Active,Chain
S000122,Dugar PLC,Convenience Store,Maharashtra,Pune,Pune,147679,14.519474,72.320693,2021-07-16,Closed,Independent
S000123,Mahajan-Kale,Kirana,Maharashtra,Pune,Pune,561497,12.811761,76.920743,2024-06-05,Closed,Chain
S000124,"Morar, Bath and Kannan",Pharmacy,Maharashtra,Pune,Pune,900343,27.971662,88.292277,2011-03-03,Closed,Chain
S000125,Mann-Narang,Kirana,West Bengal,Kolkata,Kolkata,076226,25.343063,93.793264,2024-08-14,Closed,Chain
S000126,"Karpe, Tella and Pandya",Kirana,Maharashtra,Mumbai,Mumbai,606071,14.638808,87.554653,2017-02-24,Active,Chain
S000127,"Sanghvi, Ravel and Sahni",Supermarket,Maharashtra,Mumbai,Mumbai,160529,21.644524,86.893775,2022-02-25,Closed,Independent
S000128,"Pathak, Chakrabarti and Sarkar",Pharmacy,Gujarat,Ahmedabad,Ahmedabad,369681,36.102602,81.630301,2019-12-19,Closed,Chain
S000129,Nori-Kant,Kirana,Delhi,New Delhi,New Delhi,218188,32.87426,77.564306,2013-02-04,Closed,Chain
S000130,Panchal-Divan,Convenience Store,Gujarat,Ahmedabad,Ahmedabad,124329,9.064217,70.553734,2011-09-13,Closed,Chain
S000131,"Borra, Goel and Tak",Pharmacy,Maharashtra,Pune,Pune,997995,33.082407,91.922889,2017-04-03,Active,Chain
S000132,Sarraf Inc,Kirana,Gujarat,Ahmedabad,Ahmedabad,744905,13.439894,78.491601,2023-10-05,Closed,Chain
S000133,Mukherjee Group,Supermarket,Maharashtra,Mumbai,Mumbai,005411,15.744631,71.799384,2023-10-02,Closed,Chain
S000134,Shere-Barman,Kirana,West Bengal,Kolkata,Kolkata,935978,8.837214,86.270646,2011-08-19,Active,Independent
S000135,Seshadri Inc,Convenience Store,Telangana,Hyderabad,Hyderabad,182037,8.396559,79.83173,2021-06-13,Active,Independent
S000136,"Virk, Dutt and Patla",Kirana,West Bengal,Kolkata,Kolkata,466590,26.783581,72.465163,2017-11-19,Closed,Chain
S000137,Narayan Inc,Pharmacy,Gujarat,Ahmedabad,Ahmedabad,449251,36.427094,75.068196,2026-04-30,Active,Chain
S000138,"Dhaliwal, Palla and Mukherjee",Convenience Store,Tamil Nadu,Chennai,Chennai,291486,22.738986,93.500461,2017-09-04,Active,Chain
S000139,Vyas Inc,Hypermarket,Gujarat,Ahmedabad,Ahmedabad,850542,35.093203,82.724393,2013-10-14,Active,Chain
S000140,Sunder-Handa,Convenience Store,Telangana,Hyderabad,Hyderabad,221418,24.817778,87.138282,2024-11-12,Active,Chain
S000141,"Vyas, Barad and Nayar",Hypermarket,West Bengal,Kolkata,Kolkata,962229,17.640759,90.123308,2012-02-18,Closed,Chain
S000142,"Sarma, Bassi and Roy",Supermarket,Delhi,New Delhi,New Delhi,379473,36.442464,74.925361,2024-09-01,Closed,Independent
S000143,More Group,Kirana,Gujarat,Ahmedabad,Ahmedabad,597746,17.227113,81.716311,2023-08-11,Closed,Chain
S000144,"Sahota, Edwin and Iyengar",Pharmacy,Karnataka,Bengaluru,Bengaluru Urban,407581,35.979909,71.661142,2024-01-20,Closed,Independent
S000145,Mane Inc,Kirana,West Bengal,Kolkata,Kolkata,478261,23.252582,81.250914,2014-01-20,Active,Chain
S000146,Palla-Bala,Kirana,Karnataka,Bengaluru,Bengaluru Urban,068536,21.615227,96.106905,2009-04-11,Closed,Chain
S000147,Kapur-Bala,Hypermarket,Maharashtra,Pune,Pune,152204,32.717899,92.920923,2022-07-29,Closed,Chain
S000148,"Dewan, Singh and Sen",Convenience Store,West Bengal,Kolkata,Kolkata,104328,9.041074,69.984202,2024-06-15,Closed,Independent
S000149,Choudhry-Mani,Pharmacy,Maharashtra,Pune,Pune,410369,36.371794,90.050721,2022-01-19,Active,Chain
S000150,Choudhry Group,Hypermarket,Karnataka,Bengaluru,Bengaluru Urban,893246,34.199298,69.333738,2006-07-21,Active,Chain
S000151,"Pandit, Khosla and Saha",Hypermarket,Delhi,New Delhi,New Delhi,185188,20.489917,75.081726,2023-10-05,Closed,Independent
S000152,"Bahri, Ramakrishnan and Singhal",Supermarket,Karnataka,Bengaluru,Bengaluru Urban,654051,10.290082,93.254348,2018-03-26,Active,Chain
S000153,Chawla PLC,Supermarket,Karnataka,Bengaluru,Bengaluru Urban,205852,21.373347,75.365343,2022-04-23,Closed,Independent
S000154,"Srinivas, Gopal and Deshmukh",Hypermarket,West Bengal,Kolkata,Kolkata,704303,27.650716,72.581293,2007-12-04,Closed,Chain
S000155,Mukherjee-Varma,Pharmacy,Telangana,Hyderabad,Hyderabad,874034,28.019092,81.248239,2018-08-24,Closed,Independent
S000156,Narula LLC,Pharmacy,Gujarat,Ahmedabad,Ahmedabad,566765,11.092945,79.059565,2012-11-08,Closed,Chain
S000157,Tank-Pillai,Kirana,Telangana,Hyderabad,Hyderabad,161692,36.36039,87.088665,2025-01-21,Closed,Independent
S000158,Nagi-Chauhan,Convenience Store,Maharashtra,Mumbai,Mumbai,544796,29.609992,92.152328,2012-03-02,Closed,Independent
S000159,"Sawhney, Panchal and Sekhon",Supermarket,Delhi,New Delhi,New Delhi,596401,26.461918,86.005844,2020-04-27,Active,Independent
S000160,Varghese-Dutta,Hypermarket,Maharashtra,Mumbai,Mumbai,297021,30.869704,68.967571,2014-07-12,Closed,Independent
S000161,"Peri, Pathak and Rajagopal",Hypermarket,Maharashtra,Pune,Pune,927557,17.474855,80.04959,2009-02-11,Active,Independent
S000162,"Devan, Wagle and Peri",Convenience Store,Delhi,New Delhi,New Delhi,543102,22.552048,75.903293,2023-06-24,Active,Chain
S000163,"Ram, Dalal and Lala",Hypermarket,West Bengal,Kolkata,Kolkata,739473,29.650221,77.822742,2010-09-03,Active,Chain
S000164,Borah Group,Supermarket,Maharashtra,Pune,Pune,715518,29.870393,74.542826,2024-12-11,Closed,Chain
S000165,Mital-Dugar,Pharmacy,Maharashtra,Pune,Pune,583132,8.403641,83.560597,2014-07-22,Closed,Chain
S000166,Bal-Patel,Convenience Store,Telangana,Hyderabad,Hyderabad,782911,19.049739,86.517929,2017-01-08,Closed,Independent
S000167,Srinivas-Vora,Pharmacy,Tamil Nadu,Chennai,Chennai,691251,8.725715,93.642811,2021-10-23,Closed,Independent
S000168,Varughese-Padmanabhan,Pharmacy,Maharashtra,Pune,Pune,892268,34.372242,76.763515,2008-05-20,Closed,Independent
S000169,Vasa and Sons,Kirana,Karnataka,Bengaluru,Bengaluru Urban,225358,35.441584,76.826573,2016-03-01,Closed,Independent
S000170,Krishna and Sons,Supermarket,Maharashtra,Pune,Pune,249818,33.73052,71.934257,2012-03-27,Closed,Chain
S000171,"Dube, Garg and Nazareth",Convenience Store,Gujarat,Ahmedabad,Ahmedabad,010943,29.525801,72.481164,2025-12-19,Closed,Independent
S000172,Balasubramanian-Tank,Convenience Store,West Bengal,Kolkata,Kolkata,473647,19.835361,95.594124,2008-12-24,Active,Chain
S000173,"Bhasin, Dugar and Sarraf",Pharmacy,Tamil Nadu,Chennai,Chennai,773592,20.89618,74.847267,2017-02-18,Closed,Independent
S000174,"Nagar, Pai and Rastogi",Convenience Store,Delhi,New Delhi,New Delhi,588153,34.14919,86.699977,2022-05-16,Active,Chain
S000175,Loke Group,Supermarket,Telangana,Hyderabad,Hyderabad,210469,36.077999,95.521313,2020-09-22,Closed,Independent
S000176,Dutta LLC,Convenience Store,Tamil Nadu,Chennai,Chennai,327877,36.161706,69.466777,2016-12-30,Closed,Independent
S000177,Bajaj-Chana,Convenience Store,Karnataka,Bengaluru,Bengaluru Urban,873395,13.950962,92.064717,2008-02-26,Active,Independent
S000178,Manda Group,Hypermarket,Tamil Nadu,Chennai,Chennai,480162,30.456689,90.870669,2015-07-01,Active,Chain
S000179,"Pau, Rau and Pau",Supermarket,Karnataka,Bengaluru,Bengaluru Urban,609835,23.666248,91.156901,2025-04-28,Active,Independent
S000180,Borah-Raju,Kirana,Karnataka,Bengaluru,Bengaluru Urban,849912,18.389026,90.864514,2009-10-15,Closed,Independent
S000181,Prakash-Nori,Hypermarket,Karnataka,Bengaluru,Bengaluru Urban,239868,9.519572,89.509824,2007-11-14,Active,Independent
S000182,Barad and Sons,Pharmacy,West Bengal,Kolkata,Kolkata,787298,30.562494,82.883901,2011-04-04,Active,Chain
S000183,Nagar-Gaba,Convenience Store,Tamil Nadu,Chennai,Chennai,949588,9.257586,90.713583,2024-08-11,Closed,Chain
S000184,Mistry-Soman,Kirana,Maharashtra,Mumbai,Mumbai,551694,36.959016,92.571658,2007-05-29,Closed,Independent
S000185,"Som, Lanka and Kari",Pharmacy,West Bengal,Kolkata,Kolkata,972896,10.131231,70.342924,2011-07-12,Active,Independent
S000186,"Kibe, Balay and Choudhary",Hypermarket,Karnataka,Bengaluru,Bengaluru Urban,075626,26.105207,84.975576,2013-06-08,Closed,Chain
S000187,Thaker-Sinha,Pharmacy,Telangana,Hyderabad,Hyderabad,283857,22.660981,80.47578,2024-05-18,Active,Independent
S000188,Murthy-Ghose,Pharmacy,Gujarat,Ahmedabad,Ahmedabad,858549,33.75464,80.000594,2022-12-22,Closed,Chain
S000189,Koshy LLC,Kirana,Gujarat,Ahmedabad,Ahmedabad,344375,17.063902,77.063184,2022-10-28,Closed,Chain
S000190,Mahal-Mani,Pharmacy,Karnataka,Bengaluru,Bengaluru Urban,986652,9.946866,92.121385,2016-05-19,Active,Chain
S000191,Mani Ltd,Hypermarket,Maharashtra,Pune,Pune,574733,31.541309,84.134751,2024-10-28,Closed,Independent
S000192,Magar-Devan,Hypermarket,Gujarat,Ahmedabad,Ahmedabad,993308,33.334614,95.292766,2014-03-06,Closed,Independent
S000193,"Kaul, Ben and Chaudhry",Convenience Store,Telangana,Hyderabad,Hyderabad,571208,17.061018,71.004416,2011-11-15,Active,Independent
S000194,Soni-Sood,Supermarket,West Bengal,Kolkata,Kolkata,454019,32.570971,78.153306,2014-05-26,Closed,Independent
S000195,"Barad, Gill and Sahni",Convenience Store,Telangana,Hyderabad,Hyderabad,067240,14.558614,80.44426,2006-10-25,Active,Chain
S000196,Chhabra-Nayak,Supermarket,Maharashtra,Mumbai,Mumbai,788728,15.924841,90.109876,2022-06-04,Closed,Chain
S000197,Hans-Chowdhury,Supermarket,Maharashtra,Mumbai,Mumbai,274205,33.226018,84.423312,2016-07-15,Closed,Independent
S000198,"Hans, Gill and Ravi",Kirana,Karnataka,Bengaluru,Bengaluru Urban,851612,10.660973,83.383998,2011-04-14,Closed,Chain
S000199,Naik-Kothari,Hypermarket,West Bengal,Kolkata,Kolkata,463745,12.564869,77.037484,2016-10-09,Closed,Independent
S000200,"Apte, Lal and Parsa",Supermarket,Maharashtra,Mumbai,Mumbai,017426,12.564887,85.917307,2023-08-07,Active,Chain
S000201,"Mukhopadhyay, Dalal and Merchant",Pharmacy,West Bengal,Kolkata,Kolkata,933272,22.084189,80.819281,2021-12-24,Closed,Independent
S000202,"Prakash, Sagar and Sinha",Hypermarket,Maharashtra,Pune,Pune,391878,20.467495,76.214148,2018-10-23,Closed,Chain
S000203,Choudhury Inc,Supermarket,Maharashtra,Mumbai,Mumbai,982258,19.462638,85.380424,2021-07-14,Active,Independent
