Store_ID,Store_Name,Channel,State,City,District,Pincode,Latitude,Longitude,Opening_Date,Store_Status,Owner_Type
S001215,"Gupta, Bhatt and Deo",Convenience Store,Maharashtra,Pune,Pune,33399,18.110819,93.24237,2022-09-27,Closed,Chain
S000614,Sethi-Sunder,Convenience Store,Telangana,Hyderabad,Hyderabad,788479,13.681723,71.501628,2019-01-10,Closed,Independent
S002792,Sarna-Prasad,Convenience Store,Telangana,Hyderabad,Hyderabad,39962,19.603786,88.203947,2019-04-20,Active,Independent
S005289,"Varty, Halder and Anne",Convenience Store,Delhi,New Delhi,New Delhi,342299,26.693627,83.106601,2023-05-17,Closed,Independent
S004166,Sarma PLC,Convenience Store,Telangana,Hyderabad,Hyderabad,505139,11.43732,96.295498,2010-08-05,Closed,Chain
S003357,"Chowdhury, Suri and Taneja",Convenience Store,Maharashtra,Pune,Pune,874779,11.369666,80.141514,2014-08-16,Active,Independent
S008174,Bhasin Ltd,Convenience Store,Gujarat,Ahmedabad,Ahmedabad,112170,17.559274,92.975256,2015-09-16,Closed,Independent
S006209,Chada-Pandya,Convenience Store,Maharashtra,Pune,Pune,763295,13.821928,93.447345,2010-07-24,Closed,Chain
S008166,Kaul and Sons,Convenience Store,Delhi,New Delhi,New Delhi,906840,14.256791,93.985348,2008-06-07,Active,Independent
S006992,Nayak PLC,Convenience Store,Gujarat,Ahmedabad,Ahmedabad,354692,28.763132,75.581234,2014-12-28,Active,Independent
S000941,Dhawan-Sama,Convenience Store,Karnataka,Bengaluru,Bengaluru Urban,330212,30.292512,74.333208,2019-05-05,Active,Chain
S009491,Uppal LLC,Convenience Store,Tamil Nadu,Chennai,Chennai,255813,28.610983,93.147054,2020-09-05,Closed,Independent
S008796,Gulati LLC,Convenience Store,Delhi,New Delhi,New Delhi,406005,18.936816,75.426882,2013-09-24,Closed,Chain
S005844,Aggarwal-Kakar,Convenience Store,West Bengal,Kolkata,Kolkata,496479,8.731955,86.406878,2013-03-07,Active,Independent
S003851,Muni Inc,Convenience Store,West Bengal,Kolkata,Kolkata,544278,10.250871,81.22712,2024-07-18,Active,Chain
S005933,"Srivastava, Wadhwa and Kadakia",Convenience Store,Maharashtra,Pune,Pune,476693,26.853045,75.244229,2023-04-10,Closed,Independent
S002564,Som and Sons,Convenience Store,Delhi,New Delhi,New Delhi,673374,30.970394,71.883863,2019-08-10,Active,Independent
S009122,De-Natarajan,Convenience Store,Maharashtra,Pune,Pune,405793,32.121299,72.537865,2022-01-28,Closed,Independent
S005356,Chaudhary Inc,Convenience Store,Maharashtra,Mumbai,Mumbai,358587,14.744983,82.862605,2011-02-06,Active,Independent
S004332,"Nori, Karan and Mane",Convenience Store,Gujarat,Ahmedabad,Ahmedabad,641442,33.677706,88.536924,2022-06-16,Active,Chain
S002416,Menon-Sangha,Convenience Store,Maharashtra,Mumbai,Mumbai,913810,33.379107,72.282719,2023-06-28,Closed,Independent
S003954,Thakkar Group,Convenience Store,West Bengal,Kolkata,Kolkata,170981,24.970302,71.346852,2020-01-16,Active,Independent
S003621,Lata-Patla,Convenience Store,Karnataka,Bengaluru,Bengaluru Urban,143442,35.264787,91.991222,2009-05-11,Active,Chain
S004787,"Basu, Lanka and Issac",Convenience Store,Delhi,New Delhi,New Delhi,702967,33.499167,69.310672,2007-08-14,Closed,Chain
S001836,Bajaj Ltd,Convenience Store,West Bengal,Kolkata,Kolkata,916174,22.494649,95.824783,2019-05-14,Active,Chain
S009682,Gupta-Randhawa,Convenience Store,Tamil Nadu,Chennai,Chennai,540800,21.07429,83.179336,2015-12-22,Closed,Chain
S005821,"Cherian, Amble and Kapadia",Convenience Store,Karnataka,Bengaluru,Bengaluru Urban,114075,35.682479,89.608268,2019-03-20,Active,Chain
S005278,"Ramachandran, Ramaswamy and Dey",Convenience Store,Maharashtra,Mumbai,Mumbai,444055,16.226637,91.655778,2021-06-20,Active,Independent
S008817,Goswami-Sidhu,Convenience Store,Maharashtra,Mumbai,Mumbai,105018,8.502003,75.699125,2014-05-09,Closed,Independent
S005209,Bhatti-Bath,Convenience Store,Karnataka,Bengaluru,Bengaluru Urban,27596,20.531945,85.842659,2007-11-29,Active,Independent
S005639,Sarraf-Dixit,Convenience Store,Gujarat,Ahmedabad,Ahmedabad,967783,27.328005,79.097073,2025-09-03,Closed,Independent
S000677,"Keer, Sampath and Kamdar",Convenience Store,West Bengal,Kolkata,Kolkata,123476,8.191333,93.578993,2015-02-25,Closed,Independent
S002590,Som Inc,Convenience Store,Maharashtra,Mumbai,Mumbai,163485,21.716349,79.54182,2007-06-09,Active,Chain
S001563,Pant-Badal,Convenience Store,Gujarat,Ahmedabad,Ahmedabad,210401,34.597063,71.740543,2019-10-29,Closed,Chain
S000320,"Chander, Nigam and Subramanian",Convenience Store,West Bengal,Kolkata,Kolkata,629620,23.205238,93.788539,2009-12-11,Active,Chain
S009383,Garde Inc,Convenience Store,Delhi,New Delhi,New Delhi,841889,11.12296,71.225008,2015-12-07,Active,Independent
S003135,Dasgupta Ltd,Convenience Store,Delhi,New Delhi,New Delhi,845612,27.81038,90.212702,2018-10-01,Closed,Independent
S005010,"Chaudhry, Chahal and More",Convenience Store,Gujarat,Ahmedabad,Ahmedabad,107539,19.055066,70.957347,2023-08-12,Closed,Independent
S006959,"Kanda, Issac and Khalsa",Convenience Store,West Bengal,Kolkata,Kolkata,27862,12.617844,78.992233,2019-08-11,Closed,Chain
S000138,"Dhaliwal, Palla and Mukherjee",Convenience Store,Tamil Nadu,Chennai,Chennai,291486,22.738986,93.500461,2017-09-04,Active,Chain
S006398,Bajaj-Oommen,Convenience Store,Telangana,Hyderabad,Hyderabad,301995,30.899356,86.090634,2010-12-31,Closed,Chain
S001617,Swamy-Sarma,Convenience Store,Maharashtra,Pune,Pune,638318,31.001444,85.039788,2012-07-12,Active,Independent
S008330,"Wason, Shroff and Keer",Convenience Store,Maharashtra,Mumbai,Mumbai,331256,26.795698,69.851549,2025-04-23,Active,Independent
S004192,Anand-Kakar,Convenience Store,Karnataka,Bengaluru,Bengaluru Urban,825371,17.170043,79.593187,2010-10-23,Closed,Independent
S002914,"Mitter, Prashad and Behl",Convenience Store,Tamil Nadu,Chennai,Chennai,723310,16.805552,73.129425,2015-06-22,Active,Chain
S006893,Krish and Sons,Convenience Store,Maharashtra,Pune,Pune,211388,20.602314,71.786824,2021-01-05,Active,Chain
S007723,Bawa Ltd,Convenience Store,Delhi,New Delhi,New Delhi,306154,19.618852,73.271269,2022-10-11,Closed,Independent
S007573,Srinivas Group,Convenience Store,West Bengal,Kolkata,Kolkata,518833,20.406289,80.94734,2025-07-29,Closed,Chain
S003257,Vasa-Lala,Convenience Store,Delhi,New Delhi,New Delhi,797383,23.61537,68.599358,2014-07-13,Closed,Independent
S001307,"Iyer, Mandal and Nagi",Convenience Store,Tamil Nadu,Chennai,Chennai,734666,25.023106,84.025842,2019-05-01,Closed,Chain
S007799,"Swamy, Sekhon and Butala",Convenience Store,Gujarat,Ahmedabad,Ahmedabad,986830,26.040948,93.34701,2010-04-14,Closed,Chain
S002606,"Rattan, Bera and Srinivasan",Convenience Store,Telangana,Hyderabad,Hyderabad,789849,10.121721,89.39418,2022-09-24,Active,Chain
S002010,"Shetty, Arora and Nagar",Convenience Store,Maharashtra,Pune,Pune,260119,12.588494,82.89151,2014-09-14,Active,Chain
S001323,"Sarna, Bakshi and Sastry",Convenience Store,Delhi,New Delhi,New Delhi,398482,33.497942,81.345932,2011-05-18,Active,Independent
S001672,"Ganesh, Pall and Bajwa",Convenience Store,West Bengal,Kolkata,Kolkata,437483,13.073615,94.399493,2008-06-05,Closed,Chain
S006793,Morar-Parmer,Convenience Store,West Bengal,Kolkata,Kolkata,389347,24.631939,95.379565,2020-12-09,Closed,Independent
S009256,"Sura, Zacharia and Parsa",Convenience Store,Delhi,New Delhi,New Delhi,246125,12.142734,93.591918,2018-04-17,Closed,Chain
S001830,Dugal Inc,Convenience Store,Delhi,New Delhi,New Delhi,144743,28.722783,81.11584,2010-12-24,Active,Chain
S000632,Modi-Tak,Convenience Store,Delhi,New Delhi,New Delhi,300244,23.851839,85.498222,2022-07-30,Active,Chain
S007415,Din Inc,Convenience Store,Karnataka,Bengaluru,Bengaluru Urban,259322,15.558418,74.086973,2015-11-06,Closed,Chain
S002436,Chada Ltd,Convenience Store,West Bengal,Kolkata,Kolkata,63578,14.189022,87.177369,2007-05-07,Closed,Independent
S000565,Modi Ltd,Convenience Store,Tamil Nadu,Chennai,Chennai,79290,26.511094,81.796321,2016-06-04,Closed,Chain
S006494,"Vaidya, Agrawal and Goda",Convenience Store,Karnataka,Bengaluru,Bengaluru Urban,492803,30.718104,78.914799,2009-01-13,Active,Independent
S003025,Biswas-Keer,Convenience Store,Karnataka,Bengaluru,Bengaluru Urban,19293,30.491398,73.104297,2020-08-26,Active,Independent
S002876,Contractor and Sons,Convenience Store,Maharashtra,Mumbai,Mumbai,927884,25.84009,78.651243,2015-11-14,Active,Chain
S002829,Shukla and Sons,Convenience Store,Maharashtra,Mumbai,Mumbai,172264,8.435406,81.762975,2008-09-27,Closed,Chain
S006111,Kar-Vasa,Convenience Store,Karnataka,Bengaluru,Bengaluru Urban,942079,22.958484,68.695368,2020-01-14,Active,Independent
S001432,Pall LLC,Convenience Store,Maharashtra,Pune,Pune,586449,16.65876,96.022009,2020-12-02,Active,Chain
S003955,Walla-Chauhan,Convenience Store,Tamil Nadu,Chennai,Chennai,38469,29.036175,88.843013,2010-03-12,Closed,Independent
S004121,Patla-Sarma,Convenience Store,West Bengal,Kolkata,Kolkata,496355,24.898658,84.578058,2007-07-09,Active,Chain
S001625,"Manne, De and Misra",Convenience Store,West Bengal,Kolkata,Kolkata,988114,31.061943,94.063575,2018-04-19,Active,Chain
S004083,Morar-Chad,Convenience Store,Delhi,New Delhi,New Delhi,281137,21.215715,84.132863,2010-10-27,Active,Independent
S001001,"Agrawal, Shenoy and Mane",Convenience Store,Tamil Nadu,Chennai,Chennai,608805,35.611038,68.658018,2007-01-20,Closed,Independent
S000557,Saran-Kakar,Convenience Store,Telangana,Hyderabad,Hyderabad,723865,31.347482,76.858331,2020-09-11,Closed,Chain
S006643,Chhabra-Lal,Convenience Store,Gujarat,Ahmedabad,Ahmedabad,89066,17.482557,82.717785,2007-05-09,Closed,Independent
S003791,Ratta Group,Convenience Store,Karnataka,Bengaluru,Bengaluru Urban,752481,24.090271,79.241045,2014-12-15,Active,Independent
S007238,Bhakta PLC,Convenience Store,Karnataka,Bengaluru,Bengaluru Urban,279586,27.752771,86.819799,2008-07-09,Closed,Chain
S003183,"Ray, Basak and Borra",Convenience Store,Karnataka,Bengaluru,Bengaluru Urban,140834,33.226451,84.667638,2020-12-14,Active,Independent
S003091,"Sathe, Srivastava and Ratta",Convenience Store,Delhi,New Delhi,New Delhi,145840,17.784073,87.648684,2023-12-13,Closed,Independent
S004547,Chana-Vyas,Convenience Store,Karnataka,Bengaluru,Bengaluru Urban,764580,31.70559,81.742794,2024-11-10,Closed,Chain
S004973,Narang-Wali,Convenience Store,Telangana,Hyderabad,Hyderabad,693289,32.919631,84.25402,2015-07-22,Active,Independent
S006479,Trivedi PLC,Convenience Store,Delhi,New Delhi,New Delhi,389706,28.491787,68.068577,2015-05-06,Active,Independent
S009881,"Walla, Rout and Raju",Convenience Store,Telangana,Hyderabad,Hyderabad,197132,10.989817,94.884537,2006-11-26,Closed,Chain
S001904,Bhatt-Divan,Convenience Store,Maharashtra,Mumbai,Mumbai,900251,25.375936,79.547242,2011-02-20,Active,Independent
S006482,"Kohli, Choudhury and Bajaj",Convenience Store,Maharashtra,Pune,Pune,479405,27.638166,96.680528,2007-10-18,Active,Chain
S006943,Issac Inc,Convenience Store,Maharashtra,Pune,Pune,762072,15.843941,95.992698,2019-08-18,Closed,Independent
S005434,"Doshi, Kohli and Raman",Convenience Store,Karnataka,Bengaluru,Bengaluru Urban,593286,8.699573,94.942935,2018-10-17,Closed,Chain
S002084,Johal LLC,Convenience Store,Delhi,New Delhi,New Delhi,61848,22.418588,73.399572,2025-09-29,Closed,Independent
S004640,Garde Inc,Convenience Store,Tamil Nadu,Chennai,Chennai,800378,35.027932,68.471468,2009-07-12,Active,Independent
S006541,"Vig, Natt and Munshi",Convenience Store,West Bengal,Kolkata,Kolkata,87717,26.736344,93.881292,2017-03-05,Active,Independent
S002740,"Narasimhan, Prasad and Sibal",Convenience Store,West Bengal,Kolkata,Kolkata,952328,34.51199,86.555322,2018-12-23,Closed,Chain
S007104,"Chauhan, Sangha and Maharaj",Convenience Store,Tamil Nadu,Chennai,Chennai,384554,26.795461,77.539126,2012-01-08,Active,Independent
S002805,Pathak-Rege,Convenience Store,Delhi,New Delhi,New Delhi,917964,13.356531,79.44107,2016-09-20,Closed,Chain
S001343,"Talwar, Babu and Sahni",Convenience Store,Tamil Nadu,Chennai,Chennai,543848,19.456854,80.408529,2007-04-19,Active,Independent
S007298,"Mahajan, Thaker and Sibal",Convenience Store,Telangana,Hyderabad,Hyderabad,261547,30.899041,78.951185,2010-06-22,Closed,Chain
S009941,Karpe-Borra,Convenience Store,Tamil Nadu,Chennai,Chennai,712280,30.047301,91.448033,2016-08-09,Active,Independent
S003291,Bhatnagar LLC,Convenience Store,Karnataka,Bengaluru,Bengaluru Urban,134170,11.703772,71.863968,2008-05-26,Closed,Independent
S006671,Doctor-Borah,Convenience Store,West Bengal,Kolkata,Kolkata,665056,33.666537,89.280253,2018-10-21,Closed,Independent
S007772,Lal-Bath,Convenience Store,West Bengal,Kolkata,Kolkata,981687,15.18132,87.101975,2025-07-02,Closed,Independent
S005738,"Badal, Shanker and Parikh",Convenience Store,Karnataka,Bengaluru,Bengaluru Urban,513834,9.569132,84.943465,2018-12-10,Closed,Independent
S009659,"Rattan, Goda and Khare",Convenience Store,Telangana,Hyderabad,Hyderabad,21646,22.670846,79.421826,2020-12-08,Closed,Chain
S002933,Vaidya Group,Convenience Store,Tamil Nadu,Chennai,Chennai,210788,11.437007,76.04559,2013-05-25,Active,Independent
S003648,Narayanan-Barad,Convenience Store,Karnataka,Bengaluru,Bengaluru Urban,655737,28.236621,70.625748,2015-01-27,Closed,Chain
S007398,"Bawa, Rai and Bhagat",Convenience Store,Karnataka,Bengaluru,Bengaluru Urban,939105,31.826917,73.833691,2009-10-02,Closed,Independent
S008651,Pillay Ltd,Convenience Store,Karnataka,Bengaluru,Bengaluru Urban,981322,22.552227,92.410859,2008-09-07,Active,Chain
S005664,"Vaidya, Ravi and Kunda",Convenience Store,Tamil Nadu,Chennai,Chennai,991627,34.223303,71.091956,2023-01-17,Closed,Chain
S007215,"Patla, Nanda and Sawhney",Convenience Store,Karnataka,Bengaluru,Bengaluru Urban,939742,8.476275,77.292095,2020-01-24,Active,Independent
S001244,Dash-Chander,Convenience Store,Gujarat,Ahmedabad,Ahmedabad,898123,10.353315,93.424888,2010-08-05,Active,Independent
S007722,Pant LLC,Convenience Store,Tamil Nadu,Chennai,Chennai,150855,9.740834,73.720368,2010-04-11,Active,Chain
S009429,"Patla, Goswami and Tata",Convenience Store,Maharashtra,Pune,Pune,300627,13.477262,78.721644,2021-06-22,Active,Chain
S009663,Gole Inc,Convenience Store,Telangana,Hyderabad,Hyderabad,405827,13.704892,81.52349,2008-10-07,Closed,Independent
S003738,"Gara, Lata and Sodhi",Convenience Store,Tamil Nadu,Chennai,Chennai,655713,15.001814,68.107512,2020-04-10,Closed,Independent
S008664,"Bumb, Kaur and Rana",Convenience Store,Gujarat,Ahmedabad,Ahmedabad,177626,31.541334,96.780438,2006-09-01,Active,Chain
S000096,Khalsa Group,Convenience Store,Telangana,Hyderabad,Hyderabad,944064,31.360311,91.090589,2006-10-10,Active,Chain
S004724,Modi-Chopra,Convenience Store,Telangana,Hyderabad,Hyderabad,348109,11.621199,87.611802,2016-03-05,Closed,Independent
S000306,"Vora, Krish and Bahl",Convenience Store,Telangana,Hyderabad,Hyderabad,578759,22.041223,95.762784,2023-08-05,Closed,Chain
S007653,"Sathe, Pai and Radhakrishnan",Convenience Store,Maharashtra,Mumbai,Mumbai,350822,19.165038,74.096151,2006-11-02,Closed,Chain
S001626,Tripathi-Shankar,Convenience Store,Telangana,Hyderabad,Hyderabad,715238,14.15308,74.306439,2020-03-01,Closed,Independent
S009100,Wali-Johal,Convenience Store,Karnataka,Bengaluru,Bengaluru Urban,713908,11.862038,92.173045,2025-05-27,Active,Independent
S008589,"Dayal, Saran and Kar",Convenience Store,Delhi,New Delhi,New Delhi,623763,31.144831,82.884675,2015-08-31,Closed,Independent
S005162,"Seth, Bava and Rai",Convenience Store,Gujarat,Ahmedabad,Ahmedabad,914453,24.167554,87.843453,2014-11-07,Closed,Independent
S008733,"Ahuja, Jhaveri and Chaudhari",Convenience Store,Maharashtra,Mumbai,Mumbai,860909,21.946615,82.45001,2010-04-28,Closed,Chain
S005057,Johal LLC,Convenience Store,Telangana,Hyderabad,Hyderabad,508656,15.868277,72.481966,2025-08-23,Closed,Chain
S008518,"Saraf, Samra and Bhatti",Convenience Store,West Bengal,Kolkata,Kolkata,749538,17.088177,79.715192,2021-07-13,Closed,Independent
S005432,Ghose Group,Convenience Store,Maharashtra,Pune,Pune,384709,16.071806,84.581369,2025-08-01,Active,Chain
S007193,"Gopal, Bera and Batra",Convenience Store,Gujarat,Ahmedabad,Ahmedabad,149892,20.100035,92.522574,2010-06-25,Active,Chain
S009690,"Srinivasan, Iyengar and Ahluwalia",Convenience Store,Maharashtra,Pune,Pune,231995,19.978397,82.981601,2019-12-12,Closed,Independent
S006370,Randhawa-Merchant,Convenience Store,Tamil Nadu,Chennai,Chennai,755694,23.983222,90.348751,2009-08-15,Closed,Independent
S007547,Patla Inc,Convenience Store,Gujarat,Ahmedabad,Ahmedabad,975667,22.707135,79.620562,2009-12-10,Closed,Independent
S004964,Prakash-Sen,Convenience Store,Maharashtra,Mumbai,Mumbai,425429,15.26492,73.104796,2008-06-19,Active,Independent
S009641,Hora PLC,Convenience Store,Delhi,New Delhi,New Delhi,498353,35.166516,82.59606,2014-04-23,Closed,Independent
S008910,Walla-Ratti,Convenience Store,West Bengal,Kolkata,Kolkata,917058,11.499376,89.418889,2007-01-05,Active,Independent
S006981,Warrior-Verma,Convenience Store,Gujarat,Ahmedabad,Ahmedabad,859665,17.658593,95.650466,2011-05-14,Closed,Independent
S008272,Amble-Dasgupta,Convenience Store,Telangana,Hyderabad,Hyderabad,749025,28.59924,88.264538,2023-04-10,Active,Independent
S008975,"Kara, Buch and Sankaran",Convenience Store,Karnataka,Bengaluru,Bengaluru Urban,208388,29.545204,70.698472,2024-02-15,Active,Chain
S006310,"Mitter, Batra and Buch",Convenience Store,Delhi,New Delhi,New Delhi,497741,29.729674,79.384444,2025-03-15,Closed,Chain
S000582,Raval-Boase,Convenience Store,Maharashtra,Mumbai,Mumbai,67198,22.634373,71.571697,2018-09-17,Active,Chain
S003051,Sama LLC,Convenience Store,Tamil Nadu,Chennai,Chennai,760895,17.310176,83.866531,2013-07-09,Closed,Independent
S004113,"Nair, Bera and Kohli",Convenience Store,West Bengal,Kolkata,Kolkata,277217,32.093273,82.931483,2026-01-29,Active,Chain
S006464,"Dave, Rau and Rama",Convenience Store,Tamil Nadu,Chennai,Chennai,362013,8.518819,85.954506,2016-05-02,Active,Independent
S005120,Kanda-Dugar,Convenience Store,Gujarat,Ahmedabad,Ahmedabad,445565,35.616754,72.796587,2012-09-18,Active,Chain
S002272,Bhatnagar-Pau,Convenience Store,Gujarat,Ahmedabad,Ahmedabad,15301,35.612247,82.167301,2021-07-06,Active,Independent
S006792,"Edwin, Datta and Gade",Convenience Store,Maharashtra,Mumbai,Mumbai,492327,23.835983,92.656533,2012-02-14,Closed,Chain
S005751,"Kamdar, Sharma and Balan",Convenience Store,Maharashtra,Pune,Pune,35743,11.179625,96.605513,2009-06-21,Closed,Independent
S008061,"Khanna, Gokhale and Bhatt",Convenience Store,Tamil Nadu,Chennai,Chennai,456863,25.486481,73.36874,2009-04-22,Active,Independent
S002245,Ramanathan-Pau,Convenience Store,Maharashtra,Mumbai,Mumbai,916077,8.702531,86.644174,2006-08-04,Active,Chain
S002806,Sane Inc,Convenience Store,Gujarat,Ahmedabad,Ahmedabad,328880,27.231871,85.904793,2022-07-11,Active,Chain
S000853,Shan Ltd,Convenience Store,Maharashtra,Mumbai,Mumbai,209184,32.302419,76.654805,2014-12-15,Active,Independent
S007514,Sibal PLC,Convenience Store,Gujarat,Ahmedabad,Ahmedabad,79047,20.274829,71.20029,2019-03-24,Active,Independent
S008094,Kalita and Sons,Convenience Store,Gujarat,Ahmedabad,Ahmedabad,690187,32.034223,93.345166,2012-12-25,Active,Chain
S004222,Trivedi and Sons,Hypermarket,Maharashtra,Mumbai,Mumbai,164212,23.697227,82.106219,2023-08-10,Active,Chain
S004229,Vaidya Inc,Hypermarket,West Bengal,Kolkata,Kolkata,447889,24.867424,81.015075,2013-11-23,Active,Chain
S009650,Murty and Sons,Hypermarket,Delhi,New Delhi,New Delhi,644084,33.017622,78.597237,2009-10-01,Active,Independent
S003228,"Pradhan, Kuruvilla and Ganesan",Hypermarket,Telangana,Hyderabad,Hyderabad,937931,32.574756,85.488003,2013-08-06,Active,Chain
S004164,Gade-Padmanabhan,Hypermarket,Maharashtra,Pune,Pune,320528,32.083205,78.862002,2018-10-09,Closed,Independent
S005444,Gaba and Sons,Hypermarket,West Bengal,Kolkata,Kolkata,242637,22.778169,95.372297,2025-06-04,Closed,Chain
S006303,Banerjee-Shroff,Hypermarket,Gujarat,Ahmedabad,Ahmedabad,467433,15.41433,84.822735,2016-08-14,Active,Chain
S002393,Chauhan-Nigam,Hypermarket,West Bengal,Kolkata,Kolkata,127638,24.73426,83.889835,2014-02-21,Closed,Chain
